spot,location,spectra,mineralogy,C_concentration,O_concentration,Na_concentration,Mg_concentration,Al_concentration,Si_concentration,S_concentration,K_concentration,Ca_concentration,Ti_concentration,Mn_concentration,Fe_concentration,Co_concentration,Ni_concentration,Zn_concentration,Ag_concentration,In_concentration,P_concentration,Zr_concentration,Tb_concentration,La_concentration,Yb_concentration,F_concentration,Ru_concentration,W_concentration,Mo_concentration,Ta_concentration,Cr_concentration,Te_concentration,Br_concentration,Sc_concentration,Tl_concentration,Cl_concentration,Nd_concentration,C_wtper,O_wtper,Na_wtper,Mg_wtper,Al_wtper,Si_wtper,S_wtper,K_wtper,Ca_wtper,Ti_wtper,Mn_wtper,Fe_wtper,Co_wtper,Ni_wtper,Zn_wtper,Ag_wtper,In_wtper,P_wtper,Zr_wtper,Tb_wtper,La_wtper,Yb_wtper,F_wtper,Ru_wtper,W_wtper,Mo_wtper,Ta_wtper,Cr_wtper,Te_wtper,Br_wtper,Sc_wtper,Tl_wtper,Cl_wtper,Nd_wtper
11,4,223,mz84_seds,28.33,7.35,0,0.04,0.4,0.38,2.64,0,0.24,0,0.01,0.2,0.01,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.73,18.36,0,0.05,0.47,0.44,3.24,0,0.31,0,0.02,0.31,0.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,224,mz84_seds,8.65,12.47,0.1,0.32,4.38,6.27,2.57,1.17,0.66,0,0,0.78,0.02,0,0.01,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.97,27.1,0.11,0.43,5.57,8.23,3.6,1.55,0.89,0,0,1.3,0.04,0,0.02,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,225,dark_seds,2.9,10.68,0.11,0.37,7,10.19,1.18,1.15,0.84,0.07,0,1.14,0,0.04,0.01,0.17,0.54,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.34,26.55,0.14,0.6,10.98,17.3,2.22,1.92,1.43,0.13,0,2.3,0,0.08,0.03,0.4,1.13,0,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,226,dark_seds,17.76,5.57,0.11,0.08,0.42,0.63,4.75,0.12,0.54,0,0,0.15,0,0.02,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.34,16.11,0.12,0.12,0.56,0.83,6.57,0.17,0.76,0,0,0.27,0,0.03,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,227,dark_seds,22.79,5.11,0,0.02,0.09,0.09,4.29,0,0.26,0,0.01,0.98,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.98,14.12,0,0.02,0.12,0.11,5.57,0,0.34,0,0.02,1.63,0,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,228,mz84_seds,1.83,47.64,0.53,0.39,12.77,13.7,0,4.48,0,0,0,0.87,0.01,0,0.03,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.53,50.82,0.51,0.44,13.57,15.88,0,4.84,0,0,0,1.14,0.02,0,0.06,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,229,mz84_seds,15.06,7.15,0,0.04,0.49,0.49,18.48,0,0.51,0,0.03,14.41,0.11,0.03,0.05,0.97,0,0,0,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,59.51,9.96,0,0.03,0.38,0.36,13.98,0,0.39,0,0.02,13.44,0.1,0.03,0.08,1,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,230,mz84_seds,12.54,28.44,0.19,0.48,6.34,9.18,1.93,0.75,0.51,0.09,0.02,1.05,0.03,0.02,0.01,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.54,35.77,0.15,0.44,5.48,8.12,1.81,0.66,0.46,0.1,0.02,1.16,0.03,0.02,0.01,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,231,light_seds,3.1,15.14,0.35,0.06,0.07,0.12,0.55,0,20.7,0,0,0,0.04,0,0.05,0,0,12.98,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,18.71,39.72,0.46,0.09,0.1,0.16,0.79,0,28.01,0,0,0,0.07,0,0.16,0,0,11.7,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0
11,7,232,light_seds,3.47,14.67,0.34,0.06,0.08,0,0.62,0,20.16,0,0,0,0,0,0.01,0,0,12.65,0,0,0,0.02,3.42,0.14,0,0,0,0,0,0,0,0,0,0,19.74,36.05,0.44,0.09,0.11,0,0.86,0,26.23,0,0,0,0,0,0.05,0,0,10.99,0,0,0,0.03,5.19,0.24,0,0,0,0,0,0,0,0,0,0
11,7,233,light_seds,3.73,14.46,0.31,0.05,0,0,0.65,0,19.49,0,0,0,0,0,0,0,0,11.79,1.61,0,0,0.04,3.44,0.1,0,0,0,0,0,0,0,0,0,0,21.03,34.93,0.38,0.07,0,0,0.89,0,24.86,0,0,0,0,0,0.01,0,0,9.98,2.58,0,0,0.06,5.04,0.18,0,0,0,0,0,0,0,0,0,0
11,8,234,dark_seds,11.5,5.11,0.08,0.07,0.17,1.9,5.19,0.05,0.68,0,0.01,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.86,16.9,0.1,0.12,0.26,2.87,8.42,0.08,1.12,0,0.02,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,235,dark_seds,8.83,3.69,0.05,0.06,0.2,0.33,5.21,0.07,0.61,0,0,0.42,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.2,15.52,0.08,0.12,0.38,0.63,10.47,0.14,1.28,0,0.01,1.07,0,0.08,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,236,dark_seds,12.2,4.65,0.1,0.08,0.09,0.15,4.58,0.06,0.65,0,0.01,0.47,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.69,17.03,0.15,0.14,0.15,0.25,8.13,0.1,1.18,0,0.03,1.06,0.08,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,237,med_seds,0.85,16.52,0.06,0.12,1.32,10.09,0,0,11.74,0.75,0,0,0,0,0.02,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,8.27,47.27,0.1,0.25,2.46,18.39,0,0,21.43,1.72,0,0,0,0,0.07,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0
11,9,238,med_seds,5.74,37.68,0.32,0.47,7.27,10.14,1.71,0.85,0.44,0,0.03,0.94,0.06,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.95,44.85,0.29,0.49,7.24,10.43,1.89,0.86,0.45,0,0.04,1.17,0.08,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,239,med_seds,0.57,4.83,0,0.25,2.79,4.43,0.19,0.79,0.32,0.1,0.03,2.43,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,18.5,26.32,0,1.18,12.27,20.8,0.95,3.46,1.44,0.52,0.17,12.71,0.02,0.13,0.11,0,0,0,0,0,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0
11,10,240,dark_seds,8.96,3.41,0.07,0.17,1.47,2.23,4.7,0.33,0.78,0.18,0,0.26,0,0,0.02,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.56,12.95,0.1,0.29,2.48,3.8,8.59,0.6,1.45,0.4,0,0.59,0,0,0.06,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,241,dark_seds,1.08,6,0,0.43,5.16,10.92,0.71,1.27,0.56,0.09,0,1.32,0,0,0.02,0.14,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.41,22.24,0,1.05,12.13,28.18,2.11,3.26,1.46,0.28,0,4.04,0,0.01,0.07,0.49,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,242,dark_seds,1.54,5.12,0.08,0.24,5.57,7.98,1.28,1.54,1,0.25,0,0.52,0.03,0,0,0.16,0.25,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.01,21.1,0.16,0.59,12.99,20.66,3.68,3.93,2.6,0.77,0,1.61,0.1,0,0,0.57,0.78,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,243,epoxy,1.86,31.39,0.26,0.63,9.76,13.53,0,1.48,0.48,0.23,0.02,1.42,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.93,44.55,0.3,0.86,12.73,19.2,0,2,0.65,0.37,0.04,2.31,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,244,epoxy,8.44,20.04,0.16,0.5,5.88,8.25,2.16,0.98,0.84,0.34,0,1.17,0.03,0.04,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.61,32.95,0.15,0.57,6.39,9.25,2.58,1.09,0.95,0.46,0,1.63,0.04,0.05,0.01,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,245,epoxy,8.45,10.86,0.09,0.25,3.68,7.59,2.18,0.84,0.65,0,0,0.56,0,0.01,0.01,0,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.37,24.85,0.09,0.33,4.72,9.99,3.15,1.13,0.91,0,0,0.94,0,0.02,0.03,0,0,0,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,246,med_seds,4.57,3.27,0,0.04,0.51,0.57,8.97,0.07,0.79,0,0.02,6.79,0.05,0.04,0.01,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.69,10.77,0,0.07,0.95,1.02,16.56,0.12,1.47,0,0.04,15.31,0.11,0.1,0.04,0.51,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,247,med_seds,3.86,11.45,0.12,0.44,6.41,10.61,1.58,1.3,0.68,0,0,1.14,0.02,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.97,26.79,0.16,0.67,9.44,16.75,2.75,2.05,1.09,0,0,2.19,0.03,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,12,248,med_seds,1.33,10.92,0.07,0.35,4.48,7.22,0.8,1.37,1.08,0.14,0,1.43,0.01,0.01,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.89,34.33,0.13,0.86,10.33,17.68,2.14,3.26,2.62,0.4,0,4.1,0.01,0.02,0.01,0,0,0,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,249,dark_seds,15.72,27.85,0.25,0.39,5.59,8.06,2.87,0.69,0.86,0.34,0.02,0.98,0.02,0.04,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.05,34.08,0.18,0.32,4.45,6.51,2.45,0.56,0.72,0.34,0.02,0.99,0.02,0.04,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,250,dark_seds,0.79,1.47,0,0.08,1.57,18.65,0.31,0,0,0,0,0.47,0,0.04,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.68,7.72,0,0.21,4.22,53.24,1.24,0,0,0,0,1.81,0.01,0.17,0.01,0,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,13,251,dark_seds,4.68,28.1,0.21,0.47,8.41,11.17,1.4,0.71,0.58,0.15,0,1.23,0.01,0,0.02,0,0.66,0,1.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.72,39.41,0.2,0.53,9.13,12.78,1.73,0.79,0.65,0.21,0,1.68,0.01,0,0.03,0,0.91,0,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,14,252,epoxy,0.58,3.07,0.03,0.18,3.55,8.1,1.05,0.81,0.38,0.1,0,0.81,0.03,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.09,18.13,0.1,0.67,12.45,31.5,4.77,3.2,1.53,0.48,0,3.75,0.13,0,0,0,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,14,253,epoxy,1.85,20.29,0.12,0.05,10.9,9.71,0.26,0,0,0,0.03,0.18,0,0.05,0,0,0,0,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.68,39.1,0.17,0.08,17.16,17.54,0.5,0,0,0,0.05,0.37,0,0.1,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,14,254,epoxy,4.94,24.11,0.17,0.69,7.02,11.53,1.07,1.25,0.6,0.15,0.02,1.85,0.02,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.22,37.09,0.18,0.85,8.19,14.05,1.4,1.48,0.73,0.22,0.03,2.7,0.04,0.01,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,15,255,mz84_seds,3.19,30.68,0.13,0.04,0.96,26.32,0,0,0,0,0,0.25,0.02,0.03,0.02,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,25.17,41.92,0.13,0.05,1.05,28.38,0,0,0,0,0,0.35,0.03,0.05,0.04,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0
11,15,256,mz84_seds,6.1,15.41,0.12,0.61,3,10.57,2.4,0.72,0.43,0,0.02,1.06,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.38,30.83,0.14,0.83,3.9,13.92,3.49,0.98,0.59,0,0.04,1.77,0,0.1,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,15,257,mz84_seds,7.89,26.73,0.24,0.53,7.03,9.69,1.43,0.89,0.82,0,0.02,1.18,0.01,0,0.01,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6,37.58,0.22,0.57,7.21,10.31,1.61,0.93,0.88,0,0.02,1.52,0.02,0.01,0.01,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,258,med_seds,2.57,11.27,0.08,0.34,6.6,9.14,1.23,2.1,0.66,0,0.02,0.81,0,0.01,0.02,0.21,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.37,29.63,0.12,0.6,11.33,17.04,2.48,3.81,1.22,0,0.04,1.79,0,0.03,0.06,0.53,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,259,med_seds,1.13,17.56,0.11,0.41,6.57,10.4,0.66,1.16,0.78,0.09,0,1.09,0,0,0,0.19,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.18,39.79,0.19,0.81,12.33,21.16,1.47,2.26,1.54,0.22,0,2.57,0,0,0,0.51,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,16,260,med_seds,3.38,16.64,0.05,0.16,7.97,1.2,0.77,0.16,14.66,0,0,1.14,0.03,0,0.02,0.82,0,0.19,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,19.52,40.02,0.07,0.25,11.78,1.88,1.17,0.22,21.01,0,0,2.01,0.05,0,0.06,1.53,0,0.2,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0
11,17,261,dark_seds,17.95,6.69,0.14,0.07,0.22,0.24,3.93,0,0.36,0,0,0.28,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.71,19.5,0.17,0.1,0.32,0.33,5.73,0,0.53,0,0,0.52,0.02,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,17,262,dark_seds,19.37,10.71,0.17,0.75,2.98,5.03,3.13,0.85,0.43,0.21,0,0.6,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.19,20.43,0.14,0.75,2.9,4.94,3.27,0.86,0.45,0.27,0,0.77,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,17,263,dark_seds,15.1,7.7,0.08,0.09,0.59,0.8,4.42,0.14,1.19,0,0,0.19,0.02,0.05,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.64,21.18,0.09,0.13,0.81,1.07,6.24,0.2,1.71,0,0.01,0.33,0.04,0.09,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,18,264,light_seds,0.62,11.33,0.26,0.23,8.38,10.42,0.34,0.69,0.4,0.12,0.02,0.93,0,0,0.01,0.26,0.57,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.56,31.74,0.48,0.5,17.75,25.26,0.92,1.6,0.93,0.34,0.05,2.52,0,0,0.04,0.83,1.63,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,18,265,light_seds,10.28,17.31,0.16,0.38,4.67,6.7,2.89,0.78,1.66,0,0,0.68,0.01,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.51,30.28,0.15,0.42,4.95,7.25,3.36,0.86,1.85,0,0,0.93,0.02,0,0,0,0,0,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,18,266,light_seds,11.61,6.26,0.49,0.18,1.98,4.07,3.02,0.34,4.12,0,0,0.3,0.07,0.03,0.02,0,0,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.24,17,0.53,0.24,2.51,5.18,4.17,0.44,5.6,0,0,0.5,0.12,0.04,0.04,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,19,267,dark_seds,5.86,29.84,0.22,0.63,5.08,7.41,2.84,0.71,4.38,0.16,0,2.08,0.08,0.03,0.01,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.79,41.49,0.21,0.7,5.36,7.89,3.19,0.74,4.65,0.21,0,2.68,0.1,0.04,0.03,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,19,268,dark_seds,3.34,16.85,0.11,0.49,5.29,7.59,1.16,1.12,3.95,0,0,0.92,0,0.04,0,0.16,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.12,37.65,0.15,0.81,8.23,12.3,1.98,1.75,6.32,0,0,1.77,0,0.07,0,0.33,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,19,269,dark_seds,7.84,25.73,0.22,0.73,6.97,9.8,1.75,1.08,1.59,0.11,0,1.25,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.53,36.61,0.2,0.77,7.05,10.27,1.94,1.11,1.67,0.13,0,1.6,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,20,270,epoxy,0.07,0.52,0,0.02,0.66,1.33,0.29,1.04,3.37,0.08,0,0.93,0,0.04,0,0,0,0.08,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,4.15,12.52,0,0.28,6.93,13.94,3.13,9.86,34.15,0.96,0,11.19,0,0.49,0.02,0,0,0.65,0,0,0,0,0,0,1.74,0,0,0,0,0,0,0,0,0
11,20,271,epoxy,6.51,7.89,0.08,0.24,1.89,4.18,2.81,0.4,1.59,0,0,0.41,0.02,0.02,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,25.31,0.12,0.44,3.32,7.43,5.37,0.72,2.98,0,0,0.94,0.04,0.05,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,20,272,epoxy,1.92,50.02,0.41,1.38,9.89,16.36,0,2.76,0.43,0.22,0,1.66,0.06,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.01,50.78,0.38,1.52,10.35,18.07,0,2.89,0.46,0.28,0,2.11,0.08,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,21,273,dark_seds,16.37,6.03,0,0.11,0.47,0.82,5.28,0.13,0.76,0,0,0.17,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.26,17.04,0,0.15,0.62,1.06,7.22,0.18,1.06,0,0,0.29,0.04,0.03,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,21,274,dark_seds,9.69,11.29,0.11,0.33,4.11,7.72,2.58,0.76,1.95,0.05,0,0.42,0.01,0.03,0.01,0.13,0.25,0.52,0,0,0,0,0,0,0,0,0,0.05,0.21,0,0,0,0,0,52.44,24.09,0.11,0.4,4.81,9.26,3.34,0.93,2.44,0.08,0,0.65,0.01,0.04,0.01,0.21,0.38,0.46,0,0,0,0,0,0,0,0,0,0.08,0.28,0,0,0,0,0
11,21,275,dark_seds,2.06,48.45,0.44,0.92,10.9,14.43,0,2.29,0,0,0,1.22,0.08,0.08,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.48,50.85,0.43,1.05,11.87,16.87,0,2.52,0,0,0,1.63,0.11,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,22,276,mz84_seds,3.1,31.87,0,0.15,0,24.34,0,0,0,0,0.01,0.25,0.05,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22,0,0,0,0,25.07,43.12,0,0.18,0,27.79,0,0,0,0,0.01,0.36,0.07,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,0,0,0,0
